Run,Population Size,Crossover Rate,Mutation Rate,Generations,Best Distance,Best Path
5,100,0.6,0.2,200,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
6,100,0.6,0.2,200,61.137445516564036,Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo
7,100,0.6,0.2,200,61.14748626311299,Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
8,100,0.6,0.2,200,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
9,100,0.6,0.2,200,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
10,100,0.6,0.2,200,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
11,100,0.6,0.2,200,61.13744551656403,Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow
12,100,0.6,0.2,200,61.13744551656403,Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo
13,100,0.6,0.2,200,65.11676758969695,Rome -> Cairo -> Gliwice -> Budapest -> Tokyo -> Alexandria -> Paris -> Berlin -> Rio -> Krakow
14,100,0.6,0.2,200,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
15,100,0.6,0.2,200,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
16,100,0.6,0.2,200,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
17,100,0.6,0.2,200,65.11676758969695,Cairo -> Gliwice -> Budapest -> Tokyo -> Alexandria -> Paris -> Berlin -> Rio -> Krakow -> Rome
18,100,0.6,0.2,200,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
19,100,0.6,0.2,200,61.14748626311299,Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome
20,100,0.6,0.2,200,61.147486263112995,Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio
21,100,0.6,0.2,200,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
22,100,0.6,0.2,200,61.147486263112995,Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
23,100,0.6,0.2,200,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
24,100,0.6,0.2,200,61.13744551656403,Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo
25,100,0.6,0.2,200,61.13744551656403,Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice
26,100,0.6,0.2,200,61.13744551656403,Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice
27,100,0.6,0.2,200,61.137445516564036,Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
28,100,0.6,0.2,200,61.13744551656403,Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin
29,100,0.6,0.2,200,61.137445516564036,Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
30,100,0.6,0.2,200,61.13744551656403,Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest
1,100,0.6,0.2,300,62.698266257586894,Gliwice -> Cairo -> Tokyo -> Krakow -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
2,100,0.6,0.2,300,61.137445516564036,Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
3,100,0.6,0.2,300,61.13744551656403,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria
4,100,0.6,0.2,300,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
5,100,0.6,0.2,300,61.147486263112995,Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo
6,100,0.6,0.2,300,61.13744551656403,Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
7,100,0.6,0.2,300,61.147486263112995,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow
8,100,0.6,0.2,300,61.13744551656403,Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
9,100,0.6,0.2,300,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
10,100,0.6,0.2,300,61.13744551656403,Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice
11,100,0.6,0.2,300,61.14748626311299,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria
12,100,0.6,0.2,300,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
13,100,0.6,0.2,300,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
14,100,0.6,0.2,300,61.137445516564036,Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow
15,100,0.6,0.2,300,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
16,100,0.6,0.2,300,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
17,100,0.6,0.2,300,61.13744551656403,Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow
18,100,0.6,0.2,300,61.147486263112995,Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio
19,100,0.6,0.2,300,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
20,100,0.6,0.2,300,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
21,100,0.6,0.2,300,61.13744551656403,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria
22,100,0.6,0.2,300,61.14748626311299,Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo
23,100,0.6,0.2,300,61.147486263112995,Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin
24,100,0.6,0.2,300,61.147486263112995,Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin
25,100,0.6,0.2,300,61.13744551656403,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria
26,100,0.6,0.2,300,61.13744551656403,Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
27,100,0.6,0.2,300,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
28,100,0.6,0.2,300,61.14748626311299,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria
29,100,0.6,0.2,300,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
30,100,0.6,0.2,300,61.14748626311299,Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio
1,100,0.8,0.1,100,61.137445516564036,Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow
2,100,0.8,0.1,100,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
3,100,0.8,0.1,100,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
4,100,0.8,0.1,100,61.147486263112995,Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
5,100,0.8,0.1,100,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
6,100,0.8,0.1,100,61.147486263112995,Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
7,100,0.8,0.1,100,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
8,100,0.8,0.1,100,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
9,100,0.8,0.1,100,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
10,100,0.8,0.1,100,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
11,100,0.8,0.1,100,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
12,100,0.8,0.1,100,61.13744551656403,Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
13,100,0.8,0.1,100,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
14,100,0.8,0.1,100,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
15,100,0.8,0.1,100,62.180921934513435,Krakow -> Tokyo -> Rome -> Cairo -> Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
16,100,0.8,0.1,100,61.14748626311299,Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
17,100,0.8,0.1,100,62.18092193451344,Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Tokyo -> Rome -> Cairo
18,100,0.8,0.1,100,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
19,100,0.8,0.1,100,61.13744551656403,Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest
20,100,0.8,0.1,100,61.13744551656403,Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo
21,100,0.8,0.1,100,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
22,100,0.8,0.1,100,61.137445516564036,Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow
23,100,0.8,0.1,100,61.147486263112995,Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin
24,100,0.8,0.1,100,62.180921934513435,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Tokyo -> Rome -> Cairo -> Gliwice
25,100,0.8,0.1,100,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
26,100,0.8,0.1,100,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
27,100,0.8,0.1,100,61.14748626311299,Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest
28,100,0.8,0.1,100,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
29,100,0.8,0.1,100,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
30,100,0.8,0.1,100,62.18092193451344,Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Tokyo -> Rome -> Cairo
1,100,0.8,0.1,200,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
2,100,0.8,0.1,200,61.14748626311299,Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
3,100,0.8,0.1,200,61.13744551656403,Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow
4,100,0.8,0.1,200,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
5,100,0.8,0.1,200,61.13744551656403,Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest
6,100,0.8,0.1,200,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
7,100,0.8,0.1,200,61.13744551656403,Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
8,100,0.8,0.1,200,61.147486263112995,Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo
9,100,0.8,0.1,200,61.14748626311299,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria
10,100,0.8,0.1,200,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
11,100,0.8,0.1,200,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
12,100,0.8,0.1,200,61.14748626311299,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria
13,100,0.8,0.1,200,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
14,100,0.8,0.1,200,61.14748626311299,Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio
15,100,0.8,0.1,200,61.13744551656403,Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome
16,100,0.8,0.1,200,61.137445516564036,Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo
17,100,0.8,0.1,200,61.147486263113,Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
18,100,0.8,0.1,200,62.180921934513435,Cairo -> Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Tokyo -> Rome
19,100,0.8,0.1,200,61.14748626311299,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo
20,100,0.8,0.1,200,61.147486263112995,Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice
21,100,0.8,0.1,200,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
22,100,0.8,0.1,200,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
23,100,0.8,0.1,200,61.147486263112995,Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
24,100,0.8,0.1,200,61.147486263112995,Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris
25,100,0.8,0.1,200,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
26,100,0.8,0.1,200,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
27,100,0.8,0.1,200,62.180921934513435,Krakow -> Tokyo -> Rome -> Cairo -> Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
28,100,0.8,0.1,200,61.13744551656403,Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
29,100,0.8,0.1,200,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
30,100,0.8,0.1,200,61.147486263112995,Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin
1,100,0.8,0.1,300,61.137445516564036,Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo
2,100,0.8,0.1,300,61.14748626311299,Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice
3,100,0.8,0.1,300,61.147486263112995,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow
4,100,0.8,0.1,300,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
5,100,0.8,0.1,300,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
6,100,0.8,0.1,300,61.14748626311299,Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio
7,100,0.8,0.1,300,61.137445516564036,Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
8,100,0.8,0.1,300,61.147486263112995,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow
9,100,0.8,0.1,300,61.147486263112995,Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio